Age,G,MP,FGA,3P,3P%,2PA,FT,FT%,DRB,AST,BLK,PF,Rk,Pos,Tm,GS,FG,FG%,3PA,2P,2P%,FTA,ORB,TRB,STL,TOV,PTS
25.0,16.0,524.0,255.0,30.0,0.375,175.0,70.0,0.909,127.0,63.0,27.0,60.0,445.0,C,MIN,16.0,126.0,0.494,80.0,96.0,0.5489999999999999,77.0,48.0,175.0,14.0,51.0,352.0
22.0,33.0,1030.0,433.0,101.0,0.406,184.0,35.0,0.778,52.0,49.0,5.0,53.0,446.0,SG,POR,20.0,183.0,0.423,249.0,82.0,0.446,45.0,19.0,71.0,25.0,24.0,502.0
35.0,32.0,959.0,131.0,27.0,0.314,45.0,18.0,0.7829999999999999,115.0,45.0,18.0,91.0,447.0,PF,HOU,32.0,48.0,0.366,86.0,21.0,0.467,23.0,33.0,148.0,29.0,33.0,141.0
24.0,33.0,1038.0,322.0,48.0,0.314,169.0,84.0,0.778,171.0,30.0,111.0,117.0,448.0,C,IND,33.0,156.0,0.484,153.0,108.0,0.639,108.0,45.0,216.0,34.0,45.0,444.0
28.0,27.0,733.0,317.0,10.0,0.35700000000000004,289.0,68.0,0.7559999999999999,213.0,47.0,17.0,83.0,449.0,C,MEM,26.0,171.0,0.539,28.0,161.0,0.557,90.0,93.0,306.0,16.0,56.0,420.0
27.0,30.0,591.0,248.0,49.0,0.348,107.0,6.0,1.0,110.0,54.0,1.0,36.0,450.0,SG,CHI,3.0,93.0,0.375,141.0,44.0,0.411,6.0,12.0,122.0,22.0,18.0,241.0
21.0,34.0,652.0,139.0,1.0,0.5,137.0,35.0,0.556,133.0,52.0,22.0,73.0,451.0,PF,MIN,17.0,85.0,0.612,2.0,84.0,0.613,63.0,62.0,195.0,38.0,35.0,206.0
26.0,34.0,1249.0,565.0,114.0,0.383,267.0,118.0,0.894,128.0,224.0,27.0,83.0,452.0,SG,TOR,34.0,226.0,0.4,298.0,112.0,0.419,132.0,23.0,151.0,58.0,69.0,684.0
20.0,26.0,451.0,126.0,25.0,0.397,63.0,18.0,0.857,67.0,28.0,9.0,32.0,453.0,SF,SAS,1.0,50.0,0.397,63.0,25.0,0.397,21.0,16.0,83.0,29.0,12.0,143.0
24.0,25.0,375.0,143.0,23.0,0.258,54.0,19.0,0.905,24.0,31.0,2.0,46.0,454.0,PG,MIA,5.0,52.0,0.364,89.0,29.0,0.537,21.0,3.0,27.0,12.0,20.0,146.0
25.0,4.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,455.0,PF,BRK,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
30.0,36.0,1220.0,735.0,96.0,0.412,502.0,80.0,0.851,348.0,134.0,23.0,62.0,456.0,C,ORL,36.0,355.0,0.483,233.0,259.0,0.516,94.0,69.0,417.0,36.0,60.0,886.0
24.0,28.0,320.0,74.0,22.0,0.423,22.0,8.0,0.667,47.0,18.0,5.0,23.0,457.0,PF,CLE,5.0,33.0,0.446,52.0,11.0,0.5,12.0,13.0,60.0,6.0,12.0,96.0
23.0,22.0,315.0,105.0,12.0,0.343,70.0,33.0,0.75,55.0,26.0,6.0,50.0,458.0,C,WAS,11.0,56.0,0.5329999999999999,35.0,44.0,0.629,44.0,11.0,66.0,16.0,14.0,157.0
30.0,20.0,600.0,317.0,59.0,0.366,156.0,64.0,0.914,64.0,91.0,7.0,27.0,459.0,PG,BOS,20.0,123.0,0.388,161.0,64.0,0.41,70.0,8.0,72.0,21.0,44.0,369.0
22.0,30.0,819.0,316.0,53.0,0.358,168.0,32.0,0.8,80.0,53.0,13.0,64.0,460.0,SG,SAS,27.0,127.0,0.402,148.0,74.0,0.44,40.0,6.0,86.0,15.0,32.0,339.0
30.0,25.0,793.0,443.0,51.0,0.34,293.0,99.0,0.7440000000000001,70.0,151.0,18.0,29.0,461.0,PG,HOU,25.0,188.0,0.424,150.0,137.0,0.468,133.0,11.0,81.0,22.0,83.0,526.0
31.0,37.0,599.0,162.0,13.0,0.232,106.0,49.0,0.8909999999999999,54.0,99.0,6.0,51.0,462.0,PG,GSW,0.0,58.0,0.358,56.0,45.0,0.425,55.0,8.0,62.0,26.0,35.0,178.0
27.0,4.0,117.0,51.0,0.0,0.0,44.0,8.0,0.8,12.0,5.0,0.0,16.0,463.0,SF,IND,4.0,27.0,0.529,7.0,27.0,0.614,10.0,2.0,14.0,2.0,4.0,62.0
22.0,31.0,910.0,305.0,42.0,0.385,196.0,70.0,0.778,151.0,90.0,36.0,83.0,464.0,PF,CHO,31.0,137.0,0.449,109.0,95.0,0.485,90.0,45.0,196.0,34.0,65.0,386.0
26.0,22.0,268.0,60.0,12.0,0.364,27.0,8.0,1.0,53.0,8.0,12.0,23.0,465.0,SF,TOR,1.0,20.0,0.333,33.0,8.0,0.29600000000000004,8.0,18.0,71.0,9.0,8.0,60.0
23.0,10.0,98.0,31.0,6.0,0.4,16.0,7.0,0.875,6.0,30.0,0.0,6.0,466.0,PG,BOS,1.0,10.0,0.32299999999999995,15.0,4.0,0.25,8.0,2.0,8.0,6.0,13.0,33.0
26.0,16.0,74.0,20.0,9.0,0.529,3.0,0.0,0.0,12.0,2.0,2.0,9.0,467.0,SF,TOR,0.0,10.0,0.5,17.0,1.0,0.333,0.0,2.0,14.0,0.0,1.0,29.0
24.0,5.0,24.0,5.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,0.0,7.0,468.0,SG,SAS,0.0,1.0,0.2,1.0,1.0,0.25,2.0,0.0,2.0,1.0,6.0,4.0
32.0,27.0,923.0,493.0,30.0,0.294,391.0,95.0,0.583,219.0,265.0,9.0,79.0,469.0,PG,WAS,27.0,211.0,0.428,102.0,181.0,0.463,163.0,44.0,263.0,31.0,130.0,547.0
20.0,34.0,1130.0,479.0,81.0,0.354,250.0,69.0,0.8959999999999999,155.0,171.0,5.0,86.0,470.0,PG,CHI,34.0,201.0,0.42,229.0,120.0,0.48,77.0,17.0,172.0,12.0,80.0,552.0
26.0,8.0,189.0,86.0,15.0,0.341,42.0,11.0,0.733,13.0,31.0,8.0,18.0,471.0,SG,SAS,4.0,34.0,0.395,44.0,19.0,0.452,15.0,1.0,14.0,8.0,7.0,94.0
31.0,23.0,335.0,138.0,0.0,0.0,137.0,30.0,0.545,96.0,11.0,30.0,42.0,472.0,C,SAC,1.0,80.0,0.58,1.0,80.0,0.584,55.0,36.0,132.0,6.0,24.0,190.0
27.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,PF,DEN,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,37.0,1193.0,521.0,65.0,0.35100000000000003,336.0,82.0,0.672,127.0,81.0,40.0,85.0,474.0,PF,GSW,37.0,241.0,0.463,185.0,176.0,0.524,122.0,38.0,165.0,30.0,69.0,629.0
22.0,28.0,517.0,115.0,26.0,0.433,55.0,15.0,0.517,54.0,25.0,11.0,79.0,475.0,PF,BOS,6.0,54.0,0.47,60.0,28.0,0.509,29.0,27.0,81.0,13.0,27.0,149.0
26.0,36.0,681.0,168.0,21.0,0.42,118.0,15.0,0.625,97.0,59.0,7.0,64.0,476.0,PF,OKC,6.0,93.0,0.5539999999999999,50.0,72.0,0.61,24.0,48.0,145.0,28.0,33.0,222.0
34.0,35.0,794.0,374.0,39.0,0.398,276.0,83.0,0.865,67.0,130.0,3.0,34.0,477.0,PG,LAC,3.0,158.0,0.422,98.0,119.0,0.431,96.0,14.0,81.0,30.0,57.0,438.0
19.0,33.0,939.0,268.0,30.0,0.39,191.0,52.0,0.7879999999999999,129.0,39.0,25.0,75.0,478.0,PF,CHI,33.0,127.0,0.474,77.0,97.0,0.508,66.0,30.0,159.0,24.0,49.0,336.0
23.0,29.0,468.0,122.0,0.0,0.0,121.0,25.0,0.6409999999999999,104.0,31.0,42.0,53.0,479.0,C,BOS,0.0,88.0,0.721,1.0,88.0,0.727,39.0,66.0,170.0,26.0,28.0,201.0
20.0,34.0,1126.0,546.0,6.0,0.316,527.0,194.0,0.695,152.0,117.0,24.0,82.0,480.0,PF,NOP,34.0,335.0,0.614,19.0,329.0,0.624,279.0,93.0,245.0,32.0,88.0,870.0
24.0,11.0,99.0,41.0,9.0,0.34600000000000003,15.0,1.0,0.5,20.0,3.0,4.0,12.0,481.0,PF,MIL,0.0,15.0,0.366,26.0,6.0,0.4,2.0,3.0,23.0,1.0,4.0,40.0
24.0,22.0,417.0,103.0,23.0,0.365,40.0,21.0,0.8079999999999999,73.0,28.0,10.0,29.0,482.0,SF,CLE,0.0,47.0,0.456,63.0,24.0,0.6,26.0,17.0,90.0,15.0,22.0,138.0
24.0,6.0,134.0,64.0,3.0,0.2,49.0,6.0,0.6,26.0,9.0,4.0,18.0,483.0,SF,MEM,0.0,24.0,0.375,15.0,21.0,0.429,10.0,5.0,31.0,3.0,10.0,57.0
22.0,6.0,44.0,10.0,3.0,0.429,3.0,2.0,1.0,4.0,6.0,1.0,4.0,484.0,PG,WAS,0.0,4.0,0.4,7.0,1.0,0.333,2.0,0.0,4.0,0.0,1.0,13.0
19.0,26.0,541.0,247.0,10.0,0.37,220.0,44.0,0.629,118.0,17.0,28.0,84.0,485.0,C,GSW,17.0,126.0,0.51,27.0,116.0,0.527,70.0,36.0,154.0,9.0,38.0,306.0
25.0,17.0,530.0,267.0,32.0,0.421,191.0,44.0,0.688,143.0,22.0,26.0,32.0,486.0,C,HOU,17.0,149.0,0.5579999999999999,76.0,117.0,0.613,64.0,31.0,174.0,16.0,31.0,374.0
21.0,6.0,17.0,11.0,1.0,0.333,8.0,0.0,0.0,5.0,0.0,0.0,0.0,487.0,SF,SAC,0.0,6.0,0.545,3.0,5.0,0.625,2.0,3.0,8.0,0.0,1.0,13.0
28.0,29.0,848.0,235.0,28.0,0.384,162.0,62.0,0.785,101.0,141.0,15.0,32.0,488.0,SG,DET,24.0,110.0,0.468,73.0,82.0,0.506,79.0,32.0,133.0,42.0,35.0,310.0
32.0,30.0,760.0,274.0,5.0,0.227,252.0,23.0,0.5,105.0,131.0,17.0,81.0,489.0,PF,CHI,0.0,167.0,0.609,22.0,162.0,0.643,46.0,71.0,176.0,42.0,56.0,362.0
22.0,34.0,1182.0,610.0,85.0,0.378,385.0,288.0,0.878,117.0,321.0,8.0,70.0,490.0,PG,ATL,34.0,262.0,0.43,225.0,177.0,0.46,328.0,25.0,142.0,30.0,149.0,897.0
28.0,18.0,421.0,142.0,3.0,0.158,123.0,25.0,0.758,90.0,44.0,11.0,47.0,491.0,C,CHO,15.0,73.0,0.514,19.0,70.0,0.569,33.0,46.0,136.0,11.0,20.0,174.0
23.0,38.0,753.0,182.0,0.0,0.0,181.0,71.0,0.826,176.0,43.0,30.0,228.0,492.0,C,LAC,1.0,120.0,0.659,1.0,120.0,0.6629999999999999,86.0,90.0,266.0,14.0,39.0,311.0
